Timestamp,Discord Name (Example#9999) ,Display Name,Your own drawing of a Takodachi! ,Message Submission ,Illustration Submission ,Disclaimer,Message Only,Submission Check,
9/6/2022 7:39:58,Rickyt713#6054,RickyT713,,"Happy 2 year anniversary Ina! Cannot believe it has been 2 years since you and the girls started the EN branch. Thank you so much for being ome of the comfiest vtubers and streamers in general. Whenever i pop into your stream, my problems seem to melt away by the adorableness that is the tako queen. Looking forward to what the furture brings and hope you have an amazing anniversary full of wahs and wonders. ",,Yes,x,x,
9/6/2022 8:19:05,Otonashikuun#3122,Otonashikun,Otonashikun Tako - Mitchell I,"Happy 2nd anniversary, Ina! It's been such an amazing journey so far seeing you and the other myth members grow. You've made such a positive impact on me and on the other Takodachis and it's difficult to express in words how much that really means, but I still want to thank you from the bottom of my heart! I will continue my support as a tako as best I can, and I wish you all the best on this special day! Wah!",,Yes,x,x,
9/6/2022 8:19:28,Wakebuk44#9562,Anthony S.,Takoverse - Anthony Salim,"HAPPY ANNIVERSARY INAAAA!
It's been a great joy for all of us being part of Tentacult! Can't believe 2 years have passed ever since you arrived with everyone from Hololive Myth! Hope you have a fun anniversary stream with everyone! WAH!",,Yes,x,x,
9/6/2022 8:45:37,INAFF#9899,INAFF25252,8343732B-2051-4975-B05C-CF40A5979E89 - Faitodeyo,"Hi Ina! So you are turning two years old, that’s pretty human of you to do. Everything else aside, you were the first vtuber I really got into and I was sucked in HARD. I started religiously watching all your clips but honestly, I think I made my friends sick of the word octopus and Ina with how much I talked and joked about you. I have never seen someone so relatable, the love for puns, art, and all the little things about you. Thank you for all the laughs and wah’s forever. ",,Yes,x,x,
9/6/2022 9:13:46,sleepillust#6920,Iyah,,"Wah! Hello Inaaa! Happy 2nd Anniversary! You're one of the people that I really look up to, and you really inspired me to actually pursue what I really want, Now I am an multimedia arts freshman! So thank you Ina! For being such a great inspiration to not just me, but everyone else's, Thank you also for the fun streams, and I hope you have a wonderful and fun day! Happy 2nd Anniversary again!",,Yes,x,x,
9/6/2022 9:19:43,NetterMizuno#0047,Netter11,,Hello Ina! 2 years and going strong! Thank you for having such a loving community that you have nursed and thank you for saving people (like myself) just by being yourself and having fun! Heres for the next 2+ years! WAH!!!!!,,Yes,x,x,
9/6/2022 9:25:03,GiGi#8367,GiGi,BCB28B75-C4E4-43A8-A46F-5742804EDD23 - Gordon Remling,"Happy anniversary Priestess! Thank you for always being so WAHnderful and keeping everyone happy and cozy.  You have brightened the lives of so many people, including me!  I hope you have a good anniversary and stay safe!",,Yes,x,x,
9/6/2022 9:25:06,fleetbutrui#6650,namelessakikaze,neotako - _fleet,"happy 2nd anniversary ina! can't believe it's been two wah-nderful years being part of the tentacult =w= you've been such a huge inspiration, especially in motivating my art, and your comforting voice has helped me through such dark times i can't thank you enough. im so proud of you and i can't wait to make even more memories!",,Yes,x,x,
9/6/2022 10:04:16,AnakissHunter#0931,AnakissHunter,Takokiss - Sean Johnnsen Derama,"Your remarkable work ethic and entertaining art streams have been a source of inspiration for us art takos, who see you as a shining beacon of hope and courage to pursue this passion. Some have picked up a pen or a stylus for the first time because of you, others have returned to drawing after a long period because of you, and for that, we are forever grateful. We thank you for everything, Ina. WAH!",,Yes,x,x,
9/6/2022 10:18:01,SSRBronze#1220,Bronzie,Takoverse - David Czyz,"Hello Ina!
It's already been 2 years since you debuted, I can't believe how quickly the time went by.
I remember tuning into your drawing and chatting streams, only to listen to your voice while doing chores or homework.
Nowadays I don't have much time to watch your streams anymore, but thanks to clippers and VODs I don't have to miss out on everything. You'll always have a place in my heart, as my wah-nderful first Oshi who made me stay in the rabbit hole! <(~wo)>",,Yes,x,x,
9/6/2022 10:20:34,AleZilla#2401,alnom,takoRedPanda_alezilla2401 - al nom (AlNom),Congrats on another milestone! Best wishes & hopes for your goals. :) ,,Yes,x,x,
9/6/2022 11:05:58,Bustin #1653,Bustin,Untitled89_20220906170556 - Bustin Meksmefilgud,Happy 2nd Anniversary to our beloved priestess. Here's to many more years of fun and comfy streams to come. ,,Yes,x,x,
9/6/2022 12:25:06,LikeRain#0001,Spiffelight,spiffelight_tako - Viktor Nässil,Happy anniversary from Sweden! Couldn't imagine a better free time spent watching you! ,,Yes,x,x,moved Takodachi from Illustration submission to Takodachi
9/6/2022 12:34:08,Anubis#2528,Anubis,,Congratulations on your second anniversary Ina! I haven't been around anywhere near as long as most of the other takodachis but I am glad to have been around for at least a little while. I found you and Holo EN in a difficult time in my life and your overall calm personality and streams were really nice to relax and chill with. Thank you for helping keep me happy during tough times! I hope to continue watching you for a long time to come! Happy 2 year anniversary Ninomae Ina'nis! ,,Yes,x,x,
9/6/2022 12:41:43,teamakite#5686,teamakite,John Takokuza - Alexander Niemi,"Oh hi Ina! It's been two years, huh. I want to thank you for providing insane amount of content and entertainment for us all. Here's to more fun and interesting stuff! Happy Second Anniversary! ^^",ina 2nd anni - Alexander Niemi,Yes,,x,
9/6/2022 12:54:17,Plasma#2841,Jhon. Palmer,Tako - Jhon. Palmer,"Hey Ina! Happy second anniversary! Before your debut, I had never invested too much into watching streamers at all, but you kind of changed that, your comfy streams and this community are always great! And you're always an amazing and inspiring person to watch, keep being you! I wish you much more happiness, sleep and success on the years to come! WAH !",,Yes,x,x,
9/6/2022 13:10:42,Yato_corne#2395,Yato Corne,Tako Anniv 2 - Yato Corne,"Happy second anniversary Ina!
Can't believe it's been already 2 years since your debut, time really go fast when you have fun. Thank you for always  being a great source of comf and for creating this wonderful community where i meet many new friends.  I'm glad to have you as my oshi, thank you for all fun times and looking forward for what you have prepared for us in the future.",,Yes,x,x,
9/6/2022 13:15:14,Timnaka#6325,timnaka,tim tako - Tim Hengel,Thank you Ina for being my oshi and getting me to learn how to draw cute anime girls! WAH!!!,ina 2nd anniversary - Tim Hengel,Yes,,x,
9/6/2022 16:59:38,SkyChord6900#2885,SkyChord,Tako - Skychord6900,"Wow! 2 years of Hololive EN being in my life! I want you to know Ina that you inspire me so much to draw; your streams keep me company as I do and every bit of yours and Hololive's successes motivate me to be just as great! I wish you all the happiness you deserve, as you have made me and many others so much so! Happy anniversary Ina and Holomyth!",HoloENAnniv - Skychord6900,Yes,,x,
9/6/2022 18:20:09,TheOnePaladin#2785,TheOnePaladin,Spider-Tako - Elan Leonard,"Happy two years anniversay Ina!!!!! It hardly feels like two years have already passed, but all the amazing memories you've made for us takos are proof at the hard work you've put in. Thank you for everything up till now, and we look forward to your imminent world domInation in the near future! Keep on going strong! Wah! Wah! Wah!",,Yes,x,x,
9/6/2022 21:11:40,Laby#2603,Furidosu,Takodachi_Rust - yufan,"CONGRATULATIONS FOR THE 2ND ANNIVERSARY TO OUR GODESS
NINOMAE INANIS

THIS WORLD OF HER CREATION AND DEVOURING
OF OUR RE-BIRTH AND DEATH
OF OUR OCEANS AND DISCOVERIES
OF OUR HOPES AND CHAOS
OF OUR NATURE AND CIVILIZATION
OF OUR TIME AND SPACE

SHALL BE PROTECTED
FROM HARDWARE AND SOFTWARE MALFUNCTIONS
FROM NETWORK DOWNTIMES
FROM MALWARES AND SCAMS

WITH UTMOST ROBUSTNESS OF LOGICAL RUST

WAH",,Yes,x,x,
9/6/2022 22:07:21,Jazzyforcefield#2599,Jazzyforcefield,Takoverse - Michael Thao,WAH! It's been a short/medium/long 2 years and counting since your debut and it has been a wonderful time being a Takodachi. I very much enjoy watching your streams as they bring a sense of much needed zen to my life. Some of my favorite streams this year has been your chatti-- I mean Elden Ring streams. Congrats on all your achievements this year and I am constantly looking forward to whatever comes next! Cheers!,art cool - Michael Thao,Yes,,x,
9/6/2022 22:38:05,PandaKaede#6567,PandaKaede,PandaKaede Takodachi - 楓Panda,"Happy 2nd Anniversary INA-SAMA!!!
Thank you for the drawing advices & chicken noodle soup TED talk during the streams, it really inspired me alot ^^
Here's a drawing for you, hope you like it.",INAversary2022 by PandaKaede - 楓Panda,Yes,,x,
9/6/2022 22:46:05,cometeor#0819,Cometeor,,"Happy 2nd Anniversary, Ina! Thank you for always providing such chill streams. Here's to another fun year with you and the takodachis!",,Yes,x,x,
9/6/2022 23:41:12,KamiJoJo#9404,KamiJoJo,Takodemon - KamiJoJo,Happy 2nd Anniversary Ina!,Ninomae_Inanis_2nd_Anniversary - KamiJoJo,Yes,,x,
9/7/2022 1:27:35,Thonker#9286,Thonker,sleepytako - Leo (Thonker),"A whole year full of art and cheer!
New PC, office, tako gear!
New debut of your 3D face,
but still the same, this comfy place.
Your streams have always made me smile,
I love your cozy comfy style.
While years of puns have hurt my brain,
I hope next year will do the same!
Lots of love, priestess, and arigathanks for being my number Ninomae oshi! It's been a wahnderful two years being a fan, and you've been an amazing ina-spiration this whole time. I'm looking forward to another great year!",,Yes,x,x,
9/7/2022 1:54:39,Kamage#7162,Karl,Karl Tako - Karl Jude Rojas,"Hi Ina! I didn't get a chance to meet you during Crunchyroll, but I wanted to let you know that you have definitely been one of the comfiest streamers ever! Every time I work from home, I'm able to tune into your afternoon streams to keep me company, and quite frankly you kept me company while I was working on different projects for work. Here's to more years with the Tentacult! -That one Tako offering the Takodachi",,Yes,x,x,Stripped twitter link from message  (https://twitter.com/KarlDeLaGhetto/status/1555963639160377344/photo/)
9/7/2022 2:19:01,A12FLAMES#6329,Deetz (ディッツ),Ina2Anniversary - Deetz G,"Wah! I can't believe it's been 2 years since you debuted. You've been my oshi since the beginning, and I'm so excited to see what you have in store for us next year (3D ""debut""? More holoMeet opportunities? More takodachis taking over every day items?) Whatever it is, I can't wait to see what it is. Happy Anniversary Ina!",,Yes,x,x,
9/7/2022 3:19:35,Blank Blackwhite#8027,Blank Blackwhite,tako blackwhite - Blank Blackwhite,"Hey Ina! Happy 2nd Anniversary! Time really flies... It doesn't feel like it's been that long, but here we are. It's been 2 years filled with a ton of fun and comfy moments, the fresh breath of air a tons of us takos needed! Hope to keep hanging with you and the tentacult! Thanks for these two years and hope for many more to come!  WAH!",2Inaversary - Blank Blackwhite,Yes,,x,
9/7/2022 5:03:09,Kani Sama#3488,Kani Sama,,"An Ode to Ni No Mae

It starts with Ninomae,
As it is “one”
Now it’s ni no mae,
Before two,
In its origin there was Inanis, 
And zero was its truth,
Wah! It’s now two, 
Wah! We are here too, 
We are here, here for you",,Yes,x,x,
9/7/2022 6:47:12,Bong#5826,FuriousTreeMan,FuriousTreeMan - Kevin Lu,"WAH, happy 2nd year anniversary Ina! 

These 2 years watching your content has been very fun, your personality and chill demeanor during streams always calms me down after a long day. Also your stories are really relatable as well so thank you for being you!

I would also like to thank the Takodachis as well. Joining the community and getting involved in fan projects is very fun and here's to more to come!
",,Yes,x,x,omg a fellow green boi
9/7/2022 7:15:13,RyougiKyo#1074,RyougiKyo,Takoverse1.0 - RyougiKyo,"Congrats on your 2nd Anniversary Ina!
While it may feel like a lot of time has passed already, this is just the beginning and there are still a lot more of precious memories to be made. During this two years since your debut you have become an important part of my daily routine, your streams help me to relax after a trying day at work and motivated me to pick back to old hobbies like writing or drawing. So here's for another year of laughs and great moments with you, the tentacult and myth!",,Yes,x,x,
9/7/2022 8:35:29,Oh Deer#9570,Deer Oh Dear,Tako Oh Deer - Alfred Rusa,"Wah! Another year with our comfy priestess, & here's to more years to come! Happy 2nd Inaversary! Ina's streams with fellow takos have been a great way to start and/or spend my mornings. Back from her first art stream, I've slowly gotten back into drawing. Thanks for all the joy & inspiration you've given us, Ina! So glad to have become a takodachi. Keep being Ina-credible. Really wish you the best. Take care & have a good one!",Deer 2nd Inaversary - Alfred Rusa,Yes,,x,
9/7/2022 9:27:38,Flowa#7873,Flowa,tako - Flowa,"Hi Ina! Happy 2nd Anniversary!
It has been a long trip. You've made a lot of dreams come true. As a tako from the beginning, I was touched when the myth girls met. I was crying so much ^///^
Finally, all came together. The wishes you've made last year... the hug isn't virtual anymore.
I'm very happy that I'm able to meet you and the takos.
Let us head on to the next part of our journey!

Thank you, my priestess!
WAH",ina - Flowa,Yes,,x,
9/7/2022 9:30:25,Novahbomb#6300,Novahbomb,NVTakoverse - Noah vu (Antnoah),"Happy 1 year anniversary INA!!!!! Thank you so much for all the work and love you put into your streams and activities. It's still unbelievable that 2 years have passed, but I loved every moment of being a takodachi. I can't wait to see what next year holds for you!! Who knows, ホロぐら today, Official 3D idol outfit tomorrow?",,Yes,x,x,
9/7/2022 11:29:14,Thokaulfr#4954,Thokaulfr,Thakoulfr - Thoka Ulfr,"Congratulation on your second year in Hololive, Priestess! These two years with Ina's streams are very blessed indeed, you are becoming cuter and more breathtaking by the day, and your improvement both as a streamer and a singer is nothing short of impressive! (I still love your zatsudan and pre-gaming random chat the best). Here's to the many more years of blessed WAH to come!",,Yes,x,x,
9/7/2022 11:34:29,teddy#2769,Teddy Bʕ´•ᴥ•`ʔ,takodacji2 - 楊騰志,"Thank you for accompany with us takodachis for the past two years, let's stay two-gether to the further next year! Happy 2nd Wah-derful Anniversary!!",ina space - 楊騰志,Yes,,x,
9/7/2022 11:37:14,Jaytsu#2222,Jaytsu,,"Happy 2nd Ani, Ina!
Thank you for all your hard work, your comfy streams, and being a great priestess to not only the takodachis but also to all the homies in hololive. It's easy to notice everyone's expressions light up when they mention your antics or get to collab with you!

2022 hasn't been easy, but you've been doing a great job managing both your move and your duties as a priestess. hololive celebrations can be as busy as they are exciting, so we hope you get to take a good nap or two!",,Yes,x,x,
9/7/2022 12:42:44,Lishi#4227,Lishi ,Takodachi - Lishi,"Happy 2nd anniversary Ina! It's been another year full of TAKOADVENTURES! Thank you for always being such a wonderful tak- human to spend time with, your streams always make me feel happy and comfy - We the takodachis are so glad to have you! Always looking forward for more of Ina's cuteness, coolness, comfyness and general content. I can't believe it's been 2 years already! WAH ",Ina anniversary sub (2) - Lishi,Yes,,x,
9/7/2022 12:45:08,Jolyjol#0623,Jvltz,,"Congrats for another year Ina-chan, i hope you and the rest of the girls keep shining and do their best, take the breaks when you need and just thanks for being here! one more step for wolrd domINAtion!!",20220907_095139 - Jolyne Beltran Soto,Yes,,x,
9/7/2022 12:55:30,Stress#7984,,,Congrats Ina! Good luck with all your future endeavors!,,Yes,x,x,
9/7/2022 13:34:55,Allula#4979,Allula,,"Congratulations on your second INAnniversary, Priestess!! It's been a long and comfy but also a little bumpy ride this past year, it feels like last anniversary passed forever ago just yesterday - time is a weird thing... Today should also mark my first whole year in the Tentacult as a membertako! I hope you will take responsibility for luring a poor tako in with the promise of cookies and keep being the bestest and comfiest Oshi one can hope for in the future as well~~",,Yes,x,x,
9/7/2022 13:54:14,Ina's Maiden Marcy#0057,Marcy ,,"CONGRATULATIONS on MYTH 2 year anniversary INA. I made some poor choices in the past but I changed everything after I saw you, and I become a tako really quick. I never really had friends in the past, but now I met a lot of cute takos and they have become part of my life that's all thanks to you. You taught me a lot, and you give me a lot of motivation to keep continue my life. I be honest I love you more than I love myself. I am looking forward to another year with you and ofcoz more Cookies.",,Yes,x,x,
9/7/2022 14:37:22,Sznopik#9689,Sznopik,,Thank to You i rediscover my passion for painting and finally started drawing again. Thank you! ,ina anniversary 06-09 - Sznopik,Yes,,x,
9/7/2022 15:51:58,Casulono#3760,Casulono,Casulono_tako - Łukasz Klein,ConWAHtulations Priestess on your second anniversary! Even though I started watching hololive as a whole quite recently I still want to thank you for being there with your comfy streams. Especially when things go south. Hope that you will be here for next year and many more. Cheers!,,Yes,x,x,Lets gooo Another green boi
9/7/2022 17:25:10,alin#9776,Alin Laphel,takolin - Alin Laphel,Thank you for the entertainment and inspiration. Your streams are a big inspiration for me to dive deeper into my own art and even start streaming as vtuber. I wish many more fruitful years in what you do!,inaversarylg - Alin Laphel,Yes,,x,
9/7/2022 17:38:16,Suzuri#6472,Suzuri,,Happy 2nd anniversary. It has already been 2 years since your debut. Your streams are my highlight every time I come home from work. I hope we takos get to watch your streams for years to come. Here's to another year!,,Yes,x,x,
9/7/2022 18:04:22,Kurosagi#6680,Kurosagi,,"Decided to go back into drawing right before your birthday this year, and here i am now. All because of you ! Happy 2nd anniversary and cheers to another year !",inaversary - Kurosagi x,Yes,,x,
9/7/2022 18:25:54,Zeratulius#0093,ZeraDoesStuff,2022_09_07 02 TakoOutlined - Zera DoesStuff,"Happy second anniversary Ina!!

For a long time in my life I never managed to finish private projects, they always ended somewhere and I just stopped working on them. But your working/drawing streams somehow motivated me to keep going and to finish stuff.
I still am kinda lazy and don't work as much as I would like to, but I at least I set realistic goals and keep at em.
So thank you for all you have done for me, even if you may not realise it. I am extremely grateful to you.",2022_09_07 Chibi Inaversary02 - Zera DoesStuff,Yes,,x,
9/7/2022 18:36:44,alkusanagi#6076,alkusanagi,Alkodachi - Allan Hughes,"Happy 2nd anniversary, Ina! I came to the Hololive party pretty late, but you quickly became a favorite and a comfy presence in my afternoons. You inspired me to start drawing seriously again since left school and began working, and gave me the push to venture into the world of digital art. I've been doing a drawing a day for over 2 months now! Thanks for being such an inspiration, and here's to much more Takotime! -alkusanagi",InaversaryAK - Allan Hughes,Yes,,x,
9/7/2022 18:51:52,Dhantrak#2342,Dhantrak,Takodachi_Emil - Robin van de Ven,"Hey Ina! Congratulations on your second anniversary. I, like many others, have been motivated by you to not give up on my passions. You have been an incredible inspiration to us all, and I cannot thank you enough for it. Keep on being awesome!",Flourish_02_Hololive_Ina - Robin van de Ven,Yes,,x,
9/7/2022 19:48:21,GachaManiac#4525,HappyTako,TAKO 1x1 (Blue) - Lim Cheruth,"Thanks again, for all your lovely puns and streams. I can't wake up each time to watch your stream, but i watch all the highlights of Ina stream, is cheating but I love your puns~. I hope our priestess can always be healthy and happy of all times just like our WAH rules. We Are Happy. ",Inaversary 2 - Lim Cheruth,Yes,,x,
9/7/2022 19:53:14,Beachmar#8326,Beachmar ,,"Hi Ina, congratulations on two years!!! It has been said hundreds of times before but thanks for being there for us. You have been a massive Inspiration to quite literally thousands of people just by being yourself. You have fostered an amazing and supportive community, allowed for such amazing projects to occur, and reinvigorated people to follow their passions all due to your support. Thanks again for coming into our lives, we are all better because of you.  ",,Yes,x,x,
9/7/2022 21:18:24,Person212#7521,Person212,,"Congratulations on 2 years! Its been so much fun watching you all grow and have fun, thank you for all the hard work and awesome streams. Also, bit late but still, congrats on the new office!",,Yes,x,x,
9/7/2022 21:39:24,elsen0va#5802,Prin,,"Wah! Happy 2 years, Priestess! A lot has happened over the last 2 years, what some would call a 'filler arc' of my life, but one constant is the smile you bring to me and millions of other Takodachi. Without you, life would be a lot less bright, so thank you, Ina, for being a positive force for all of us! Ganbatte! ",,Yes,x,x,
9/7/2022 22:47:45,Uni#9971,Uni8,Unidachi - Uni Uni,"WAH! Happy 2nd Anniversary Ina! Even though 2 years have passed, each day have been an enjoyable experience with you and the Takodachis. You have inspired me to do my best and even though that means I won't be able to catch many streams live, it made me realize to enjoy the moments I get to spend to watch you live with the Takos. Thank you for being my as well as others' priestess and let's keep having fun with everyone for more years to come. Soon everyone will be a Tako! Love ya Ina!",,Yes,x,x,
9/7/2022 23:00:58,Cat5Ninja#8809,NinjaPeeps,Takoverse - NinjaPeeps,"Ina, congrats on your 2 year Hololive Anniversary! I'm so glad to have stumbled upon your stream as I find much of what you say to be so relatable. It's such a surprise to have found someone who's so understanding, yet so open-minded as you. I think you're absolutely stylish and can come off as really cool. Anyways, it's been quite a pleasure to watch your streams and am excited to see what you'll come up with next year! So yeah, good luck, Ina! Wah!",,Yes,x,x,
9/7/2022 23:32:36,Wild tako#2002,Wild tako,D5BE2A2E-734A-4C01-B063-BB2DB0A20F3B - Wild takodachi,Happy 2 years Anniversary Ina! It felt like it’s only been a month since the first anniversary! I will do my best to support you and your friends in times that I can. Thank you for two years Ina!,FD01CD60-4FFD-400B-AFBD-2AFB871BCAAE - Wild takodachi,Yes,,x,
9/7/2022 23:33:34,Pjpastures#0560,pjpastures,,"Happy second anniversary to the best back - I mean priestess - in the world! Your smile makes the day that much better even when life, work and everything has us down. For myself and all the other appreciative takos, congratulations and thank you for being you!",,Yes,x,x,"best back..,"
9/7/2022 23:39:18,BlueyPurple#6370,Adrian ,,"WAH!! Happy 2nd anniversary  inaaaa!!! <3 you were one of my favorites in hololive EN and Myth, your the chillest priestess, and all of us Takos loves you alott! And hope u have a amazing anniversary. Honestly watching you, really calms me down when I have bad days, ur truly, the bestt",Untitled762_20220907233805 - Scar Game,Yes,x,x,Moved tako upload to illustration
9/7/2022 23:44:46,Vayne 《DarkNess》🍎#2101 ,DarkNess2101,MyTako-1 - Vayne 2101,"It really is 2 years already, time surely flies fast, don't you think? I still remember the 1st day I said ""You inspired me to pick up my drawing hobby again because I learned a lot from your drawing stream."" So today, I have a little gift for your Anniversary. Ina, I really like your contents and personality, please keep on doing your best. I'll keep supporting you and hope that you will continue to be you until the day we take over the WAHld TOGETHAAA! HAPPY 2ND ANNIVERSARY, INA!!!",InAnniversary - Vayne 2101,Yes,,x,
9/7/2022 23:44:31,Jyero#3211,JyeroTea,JyeroTea Tako - Jiro Aoneko,Ina~ Ina~ Inaa~~~ Happy Birthday priestess! It's your second year and I've been following your journey within Hololive throughout! I've been here since your debut and I wanna say that you've inspired me to pick up my drawing tablet for the first time in several years. You're an inspiration to me and a comfy ally to have in these trying times. I hope you can continue to just be you for today and the foreseeable future!,World DomINAnce Slowly - Jiro Aoneko,Yes,,x,
9/8/2022 2:16:30,Shura#8758,Shura,"04-17-2022 SHUWAH TAKO v2 - Copy - ShuWAH , potatoshura", You've been a very big motivation and inspiration for me to draw and improve more after discovering Hololive last year!  I wasn't around during the first anniversary but I'm glad I am now for the second and for the next ones. Keep being you and just know we takos will keep supporting you no matter what ♥ ,"Queen Kanaria Ninomae Inanis Version - ShuWAH , potatoshura",Yes,,x,
9/8/2022 2:24:05,AHealthyHumanBeing898#4272,Kat,,"Congrats on two years Ina! I'm so glad to be in this wahnderful community that you have built and I can't wait for what's to come in the future. Your streams help inspire and brighten many people's days, thank you for everything!",,Yes,x,x,
9/8/2022 3:09:23,Vulpus🗝#3016,Vulpus,Takoverse Vulpus - Vulpus,"Hoi! =w=?/

Quite a the mile stone to behold, truly you must be quite chuffed with not only yourself but all those within Hololive.

I wish to give you thanks for not only the uniquely comfy streams you provide but more specifically, drawing: Previously I have had glacial progress trying to wrap my head around Digital drawing but after I watched the full VOD of your ""Krita drawing stream"" It finally all clicked and have since been making striding progress.

Truly 10Q And happy 2nd Anniversary!",Ina of the Garden FinalS - Vulpus,Yes,,x,
9/8/2022 3:58:10,Su-X#2666,Su-X,,"Hello Ina! Happy 2 year anniversary! I have been takodachi almost 2 years! I love watch your streams especially gaming streams, chit chatting streams, drawing streams. Thank you for bring me a lot of happiness and I love you and support you forever!",,Yes,x,x,
9/8/2022 4:10:28,Finnyinu Aurea#1171,SG_01 Lunarchild,Takoverse - Sjoerd Grevelink,"Congratulations with your second year. Where has the Kroniini gone? With the end of the last year having you moving into your own house, I feel I should also congratulate you on this massive step. I hope you're getting used to the change, and definitely looking forward to see what this newfound independence will mean to your streams. 

Here is to another amazing year! 🍾🎉🥳🐙",,Yes,x,x,
9/8/2022 4:36:52,Danstar#0848,Uranimum,MechaTakodachi - Marko Penderetskyi,"2 yeas already... wew.
So many things happened and happening now, good and horrible. I really glad that the Priestess is there for us. Thank you for that!
Your streams and art are helping to hold it together and inspire.
Thank you, Ina!
WAH",,Yes,x,x,
9/8/2022 8:38:59,enuma#9081,Enuma_0,mascotakodachi - Jonathan Nguyen,"Happy 2 Year Anniversary Ina! Thanks for chill content, I will continue to improvise, adapt and overcome challenges of life and art. To another WAH-nderful year!!! ",2yearina - Jonathan Nguyen,Yes,,x,
9/8/2022 9:52:44,Rift#9988,Rift,,Happy anniversary! looking forward to next year!,,Yes,x,x,
9/8/2022 9:52:48,BlueGemini#6092,BlueGemini,,Happy 2nd Anniversary Ina! It's been a lot of fun watching you and I always enjoy the games you stream. Thank you for being such a warm and inviting and calm person to listen to and watch. It's a lot of fun watching you slowly but surely get better at all the games you play and I look forward to watching you more in the future!,,Yes,x,x,
9/8/2022 10:31:07,biller kean#0001,Reisen Ayame,Takodachi - ayame reisen,Congratulations on your 2nd anniversary Ina! You and Myth have come such a long way since your debuts and I'm glad to have experienced you all grow as a group through the plethora of challenges along the way. I hope we as a community can all have more fun in the future as more opportunities arise! Thank you for your content and always having the comfiest chat streams where I can just tune in while I do work. All the best!,Ina Anniversary Art - ayame reisen,Yes,,x,
9/8/2022 11:02:03,AFellow#2979,John Doe,Takodachi - John Doe,"Happy Anniversary Ina!

Thanks for all the fun streams and memories. I can't always catch you live (timezones + work) are a pain, but I have a blast whenever I do. Your chill vibes and nice voices really make my day. And I can't help but appreciate a fellow lover of bad puns.

So all else aside, I want you to know that I'll always be your loyal Takodachi! 

Thanks for everything Ina.",,Yes,x,x,
9/8/2022 11:35:30,SpudSized#3445,SpudSized,Takoverse - Ben Peyton,"congratulations ina!! two years in and you have conquered most of the known world, i think. seeing you achieve so many things is inspiring, and i know you will continue stunning us takodachis. your streams (and the braincell you let us use) even helped me achieve my PhD. if the void ever needs a theoretical chemist, i will serve my oshi with pride. for our priestess! wah! ",,Yes,x,x,
9/8/2022 11:54:59,Huros#1147,Huros,Takoverse - HUROS,Thank you for another year of wonderful moments and live streams. The community you have created is one of the most comfortable and friendly and I can proudly say that I am a Takodachi. This year I have become a VOD tako but your streams brighten up the hours I am at work. I can't wait to see what the next year will bring for us.,,Yes,x,x,
9/8/2022 11:59:57,kofimate1#9597,Kofimate,Kofidachi - Kobe Mate,"Happy Anniversary Ina!

Thank you for another blast of a year with you and my fellow takodachis! You continue to inspire me, comfort me, and teach me more about the passion of art and I credit my continuous pursuit of art to you. Thank you for all the fun times, the comfy times, and the lovely streams. I hope we can keep eating cookies and getting bonked by you. 

CONGRATULATIONS TO ANOTHER YEAR!!! WAH!!!",Ina Anniversary - Kobe Mate,Yes,,x,
9/8/2022 12:08:57,Vnt17#7584,Arru,cariny-hapytako - Reynaldo Antonius,"Ina, thank you for all that you have done (-w-   ) and for creating cute bodies for us little Takodachis! You and the Tentacult has encouraged me to pick up drawing again :) This would not have been possible had it not been for your streams and encouragement! 
Here's to another great year and more WaHnderful moments. And more cookies!",ayooo - Reynaldo Antonius,Yes,,x,
9/8/2022 12:35:48,emi tree#8730,emitree,tako!! - emi tree,"Happy 2nd anniversary priestess!! All the wise words and wisdoms, all the inspiration and motivations, all the courage and comfy, all the joy and happiness. You bring so much to us takos, thank you for everything.
There's too many to say, and there's also too less to express. You're the best tako (hooman, I mean) idol. Really, truly, sincerely, thank you.
WAH!!!!! ",IMG_0879 - emi tree,Yes,,x,
9/8/2022 13:03:40,Farezi#9039,Farezi,,"Happy anniversary Ina! God it's been 2 years already, time sure flies when you're having fun, huh? Let's celebrate this past year full of iconic moments, like the Link your Wish concert! WAH!",,Yes,x,x,
9/8/2022 13:10:58,Raki#0216,Raki,rakitako - Jony Moon,"Dear priestess, 6 in the morning is now the most anticipated time of my day now thanks to you!! Happy 2 year anniversary! and i will sure to put on this candle on tako cake every year until there is no room! if than i will draw more takos hehehehe",2ndcake - Jony Moon,Yes,,x,
9/8/2022 13:27:23,OZ(諗野立體d啦牙sam)#4402,ルカデース,TAKODACHI - Sam Chow,"Happy 2nd Anniversary HOLOMYTH & Ina!
I still remember the moment smol Ina cried on 1st year anniversary stage. It really got to me than expected.
Finally it was nice to see your real hug dream for all Myth members came true on this year.
HOLOMYTH has grown again over the year!
I’m really grateful to you being a big inspiration for me to leave my comfort zone & start my drawing life.
I hope this fan art makes you smile as well.
Here’s to another wonderful year with Myth members & Takodachis!",插圖2 - Sam Chow,Yes,,x,
9/8/2022 13:32:09,Nalucap ✞#4171,Nalu,Tako - Nalucap,Happy 2nd Inaversary!,Inaversary - Nalucap,Yes,,x,
