Timestamp,Discord Name,Your Display Name,Anniversary Message Submission,Art Submission,Your Takodachi's Name,Your Takodachi's Description,Your own Takodachi!,Submission and Surprise,Select your 1st Favorite Stream,Message for your 1st Favorite Stream,Select your 2nd Favorite Stream,Message for your 2nd Favorite Stream,Select your 3rd Favorite Stream,Message for your 3rd Favorite Stream
9/3/2025 20:55:07,drenix,Ironsigh,"Several years ago I carelessly peered into the void, a void that slowly but surely took over me; at first, I started making puns more often... craving cookies seemed normal, until one day I noticed that I... had become a Takodachi, with a single regret in my unibraincellular mind is that I did not noticed it sooner.

Happy birthday Ina, thank you for being part of our lives, for always bringing this warm fuzzy feeling that always makes one smile. heart emoji",,Ironsigh,"Class: Lurker / Observer
Attributes: Adaptable / Quiet

""This Tako is actually a sentient swarm of nanites. After stumbling into some of the Priestess streams, further observation was deemed necessary, so it assumed the malleable and versatile form of a Takodachi, to help blend in, so it can observe and learn more of her wholesome views, cozy streams and with some luck, the hidden knowledge of the Potato ways.
Being surrounded by fellow Takos, in such a nice community, decided to settle down amongst them, ready to support Ina and her endeavors whenever it was possible.

While quiet in nature, it will always cheer loudly for the Priestess it has chosen to follow""",https://drive.google.com/open?id=189BzdC7F_z3IQH0QFfRlCCm-sfXBNX6U,"Website Only Submission, Artwork submission for the 1st surprise, Takodachi submission for the 2nd surprise, Takodachi submission for the Takogacha minigame, Stream messages submissions for the 3rd surprise",,,,,,
9/3/2025 21:06:23,LynsDoodles,LynsDoodles,"Happy 5th anniversary Inyaaaaaaaaaaaaaaaaa!!!!!!!!! The year has gone by so fast and you have grown so much from where you started. It is thanks to you that I was able to find a community to call home, and gained the courage to become a pixel artists myself. The things that you have done for me and everyone cannot be described by words. I hope your 5th anniversary celebration and have a lot of yummy food :3",https://drive.google.com/open?id=19JHksVoQ_NBrSCBIPV6uzW-SVln9fx5Q,TakoGrem,"Category: Pixel Fusion
Attributes: Creative / Pointy

""A mixture of a Grem and Takodachi that was also thrown into a pixel converter. How did this happen no one really knows. All that matters is that they are here, and ready to show their devotion towards the priestess with a dash of chaos!!!""",https://drive.google.com/open?id=124eRWBW6x_N1WUxxlKYEoDNg94IO6fBs,"Website Only Submission, Artwork submission for the 1st surprise, Takodachi submission for the 2nd surprise, Takodachi submission for the Takogacha minigame",,,,,,
9/4/2025 2:08:46,chuunilord,chuunilord,"WAH!
Can you believe it's already been 5 years? I certainly can't and less does my increasingly aching back! Here's to many more WAHnderful times to be shared by all takos thanks to you!",https://drive.google.com/open?id=1IMMclX-PiDWVtESs5SqJWJ04KgKjM2bf,,"Class: Procrastinating Artist
Attributes: Tired/Bounces notably high 
""(Not so rare) Tako of the sleepless variety, by now it's blood has been entirely replaced by a certain liquid made of roasted beans, only the priestess's voice can temporarily rouse it from it's constant near dead state""",https://drive.google.com/open?id=1oJOznufxQbnUDeMJCoXi-_b8a-HoU4hx,"Website Only Submission, Artwork submission for the 1st surprise, Takodachi submission for the 2nd surprise, Takodachi submission for the Takogacha minigame, Stream messages submissions for the 3rd surprise",【Ender Magnolia】 Let's Go Again! 【#1】 --> 2025-01-23T00:42:52Z,Ina's voice and Mili soundtrack? my ears must be in heaven...,,,,
9/4/2025 9:10:11,cortesyes,Cortes,"WAH! Happy 5th anniversary Ina! 
Hope you’re well rested and miraculously preserved. 5 years out of the void is a long time, I’ve been here only for 2 now, but it’s been incredibly fun and an immense joy to follow your journey so far, alongside the rest of the tentacult. 
Each stream is always a cozy moment for the day and never fails to put a smile on my face, and for that I can only say thank you. I’m glad to have discovered you, the other members and this community. Again, happy 5th anni!",,Eepydachi,"Category: Potato
Attributes: Lazy / Rotund 

""Its perfectly spherical shape allows this tako to move around as much as it wants with minimal effort, even though stopping might prove difficult. It follows the flow of the world, influencing others to do the same  and walk down the path of true potato. (Disclaimer: will still flap around when required)",,"Website Only Submission, Takodachi submission for the 2nd surprise",,,,,,
9/4/2025 9:44:23,Ekavins,Ekavins,"Ina, congrats for surviving 5 years as our priestess! - Ekavins 2025",,,,,"Website Only Submission, Stream messages submissions for the 3rd surprise",【AmiAmi】May Special Featuring @HakosBaelz !! --> 2025-05-29T03:03:59Z,How's the figure that you got from AmiAmi staff-san and Bae? I love how you look so happy with your new figure!,【UMAMUSUME Pretty Derby】Can You Feel the Bakushin Tonight --> 2025-07-08T02:21:41Z,"So, I have a confession. I used to judged my friend for playing uma musume. Then I saw you play uma musume and as a Takodachi, now I'm also compelled to play uma musume. Now, let's just say I put too much effort into this game hahaha.",,
9/4/2025 12:14:54,SpringAssassino,Deyzar,Five years flew by but the constantly improving Tako cannot be stopped! Thanks for all the fun times and cheers for more of those to come in the future. Happy anniversary! (Get yourself some cookies too),,,,,Website Only Submission,,,,,,
9/4/2025 12:20:17,Tonster117,Tonster117,Happy Anniversary Ina! It was wonderful being able to see your performance at All for One in person! May next year be as WAHnderful as the last!,,,"Category: Bug Eater
Attributes: Calm/Silly
This Takodachi loves finding bugs and munching on them. So much so it even tries to eat bugs that it finds in video games ",,Website Only Submission,,,,,,
9/4/2025 12:22:48,Flagicepic,Flagicepic,WAH! Happy 5th anniversary Ina! I can't believe its already been five years of Tako Time. Here's to another year of cookies and fun comfy vibes!,,The Enhancer,"Class: Milk Bender
Attributes: Jolly / Squishy

""All cookies need milk in order to maximize their tasty potential. This Tako will make sure that each cookie comes with the right amount of milk! It uses magic to transfer milk from its infinite milk backpack to the cookies. It's very whimsical and loves to party and drink (milk)""",,"Website Only Submission, Artwork submission for the 1st surprise, Takodachi submission for the 2nd surprise, Takodachi submission for the Takogacha minigame, Stream messages submissions for the 3rd surprise",【3D LIVE】『Pleides』Ninomae Ina'nis 2024 Live #Pleides3D --> 2024-12-28T04:03:16Z,The peak 3D live! I love the aesthetic.,【Hollow Knight】 Swoosh Swoosh 【#1】 --> 2021-02-05T23:48:07Z,"I love hollow knight, so it was so cool to see a vtuber play it for the first time. Now, it's time to GIT GUD at Silksong!",【Work With Ina】 One Homework At a Time.... --> 2025-02-11T01:39:18Z,Watching it live while working made me so productive that day! 
9/4/2025 12:24:41,arashi tako,arashi tako,Wah WAH!,https://drive.google.com/open?id=1kGNVES36F6l9hWvCXD-ZmvpMOirH9S8h,,,,"Website Only Submission, Artwork submission for the 1st surprise",,,,,,
9/4/2025 12:35:49,Sam_I_Am29 ,Sam I Am,Congrats on five years Ina! Your hard work and endless creativity is so inspiring. Thank you for all the amazing streams! WAH!,,,,,"Website Only Submission, Stream messages submissions for the 3rd surprise",【CHAT+DOODLE】Let's Draw HoloEN!! --> 2020-09-13T14:14:05Z,Your drawing streams are always so interesting and relaxing.,,,,
9/4/2025 12:44:36,RickyT713,RickyT713,"5 years has gone by so fast. Half a decade with the most comfy artist/gamer/cutest eldritch being ever. I cannot even begin to describe how much you have made my life more positive and im sure that is the same for all takodachis! Your talent and your continous improvement in singing and dancing has made you such a powerhouse, we are so proud of you! Thank you ina for being such a positive force in our lives and we hope for many more years of our favorite priestess! We will WAH forever!",,,"Catagory: couch potato
Attributes: funny/round
 By day, a humble worker. By night, builds a nest on a chair or couch to enjoy snacks and enjoy video games and watch favorite streamers. Known to share snacks and give game tips to those in need and a shoulder to lean on if needed. WARNING: WILL CRY TEARS OF JOY when seeing their favorite idols (including a certain priestess) acheive their dreams and shine for all to see.",,"Takodachi submission for the 2nd surprise, Takodachi submission for the Takogacha minigame, Stream messages submissions for the 3rd surprise",【CHAT+DOODLE】Let's Draw HoloEN!! --> 2020-09-13T14:14:05Z,Feels so nostalgic now. Right after it all started. How far shes come since makes me teary eyed.,【Mario Kart 8DX】 DORITO DORIFUTO I'm Running Out of Titles --> 2022-08-09T20:09:54Z,"Chose a random mario kart stream, they were all so fun and still continue to be. ",【AmiAmi】May Special Featuring @HakosBaelz !! --> 2025-05-29T03:03:59Z,"Them getting the same figure for each other just shows how good of friends they are. Every one of the members love ina so much, her friendships with them are special to see."
9/4/2025 13:16:54,RemixDave,RemixDave,"Happy Anniversary Ina! May there be many more WAHnderful years in the future. You are the best and I always look forward to your comfy streams. 

- RemixDave",,RemixDave,"Class: Technodachi
Attributes: Electric / Squishy

""Known as the one who fixes computers through electrical aura... computers recognise that there will be a zap or a formatting if they don't comply and so give up and comply.""",,"Website Only Submission, Takodachi submission for the 2nd surprise, Takodachi submission for the Takogacha minigame, Stream messages submissions for the 3rd surprise",【Phasmophobia】 Who Ya Gonna Call? --> 2020-11-03T04:22:00Z,"Phasmophobia is such a fun game, and especially with friends. ",【TTRPG】 Meet Yuul B. Alwright TUTORIAL EDITION --> 2021-06-16T00:41:20Z,I loved the misadventures of Yuul. ,【Cats Organized Neatly】 Master of Organization Ninyomanyo Inya'nis On Duty --> 2023-06-18T01:24:13Z,This is peak comfy. 
9/4/2025 13:37:39,Display Name: NocNeet  Username: comb7617,Lethargic ,"Happy 5th Anniversary Ina!! 
It's really something that a random video recommended to me in 2020 would lead me to having you as my oshi years later. You have always been a role model for many takos, myself included, by just being your calm, dorky, mature, sometimes-mischevious self. As your anniversary this year falls near the release of Silksong, I thought it was fitting that I would draw something that would celebrate the series that introduced me to this hardworking and witty tako.. WAH!!",https://drive.google.com/open?id=1OiRl5zxDatZvjyEESYsfFLmvQX-d2A09,Kumodachi,"Class: Barbarian
Attributes: Ferocious, loyal, nimble
Description: Loyal takodachis that previously assisted Ina in vanquishing an contagious light. Aids in providing damage to any enemy and always comes in numbers. Wears a durable battle mask resembling a certain tribe of spiders. Uses leaps and their sharpened tentacles to disorient enemies while dealing gradual damage. Said to be able to transform into their spider form but has yet to do so. Apparently, Ina herself came up with the name.  
",https://drive.google.com/open?id=1kga5EztA0-ovF2EtCfmV8NbI3BOGnwX7,"Website Only Submission, Artwork submission for the 1st surprise, Takodachi submission for the 2nd surprise, Takodachi submission for the Takogacha minigame, Stream messages submissions for the 3rd surprise",【Hollow Knight】 Hmm Hmm Hmm Hmm HMMM 【#2】 --> 2021-02-10T00:56:02Z,"My first favorite stream was the one that introduced me to you and Hololive. I was deep in the Hollow Knight rabbit hole then, and it's wild to think that one rabbit hole would lead to another. Your playthrough of the game was really enjoyable: seeing your reaction to certain moments were a blast, and I can't wait for you to domINAte in Silksong!! ",,"【3D LIVE】『Neverland Paradox』 Ninomae Ina'nis Birthday Live 2023 #INAinaNeverland

Your 2023 birthday live awed me in so many ways, Ina. I have watched clips of previous karaokes (shout out to Melancholic, carried me through a lot) and have seen your progress in singing. Your final song cover of Gunjou made me tear up a bit as I realize how far you've come and has hyped me up for future projects!! ",【AmiAmi】May Special Featuring @HakosBaelz !! --> 2025-05-29T03:03:59Z,"A recent stream but is easily one of my favorites. Both you and Bae have been my oshis for my stay in the rabbit hole and I have always loved the chuunibyou-sibling relationship. This stream in particular made me laugh a lot: Bae's hyperactivity contrasted with your calmness, Bae drooling over Majima, and of course you and Bae sharing a braincell by getting each other 2B lmao. "
9/4/2025 14:03:06,Wydken,Wydken,"Happy Anniversary Inaaaaaa!!!!! Congratulations on miraculously preserving for 5(FIVE!) years!!!!! Thank you for everything, It's been a wild roller coaster but a fun one! Here's for another year of TAKOTIME! You are the best, Ina!",https://drive.google.com/open?id=1jy2zSnKPd1iP8tOJZChDIuNBU2tZhK0h,Rider Tako,"Category: Capybara Rider
Attributes: Comfy / Rider

A master of tranquility, this Takodachi has unlocked the secret art of ultimate chill. Through his bond with the noble Capybara, he has achieved perfect harmony, moving in effortless synchrony with his companion. Like a mikan resting gently on top, he has become one with the Capybara Zen itself.",https://drive.google.com/open?id=1_IFHmWFT9_TcBmuBai7Gi4eDCeJ83H4Y,"Website Only Submission, Artwork submission for the 1st surprise, Takodachi submission for the 2nd surprise, Takodachi submission for the Takogacha minigame, Stream messages submissions for the 3rd surprise",【APEX】 TRAINING ARC --> 2021-03-06T01:04:24Z,"First time playing with takodachi! This was one of a kind stream that can't be done again, I have especially fond memories of this one for all the shenanigans that happened with ina and the takos",【TTRPG】 Meet Yuul B. Alwright TUTORIAL EDITION --> 2021-06-16T00:41:20Z,"TTRPG! From the drawing stream designing Yuul to the last mythbreakers episode it was super fun to see Myth give it a try! I specially liked Yuul's tutorial session, the part where she was being chased by the hook man was so scary ° x°)
Also, Yuul is mood",【DRAWING】 Let's Draw!! --> 2020-09-16T01:12:20Z,Drawing streams? YES! I picked the first drawing stream but all of them are amazing!!! Would doesn't love zatsudans+art?! We are very fortunate to be able to see someone as amazing as ina draw live while sharing her wisdom! 
9/4/2025 14:21:55,theshivspoon,The Shiv Spoon,"Happy Anniversary Ina! I can't believe I've been in the Holohole for almost 5 years now! Time sure flies when you're having fun! You've been my Oshi since the first stream I saw, and I'm glad that I've gotten the chance to cheer for you on stage so many times, and gotten to laugh along to so many streams! Here's to more great days ahead! WAH!",,,"Category: Spiral Brawler
Attributes: Strong Willed/ Sharp

""This Tako prefers to solve problems head on, and leaps directly into the heart of battle, overwhelming opponents with power and force of will. This also leads to them getting in over their head, and requiring them to adapt to the situation, and come up with plans on the fly""",https://drive.google.com/open?id=1Tu0ikILfEPuJHub8RTEOhqs6Sh-RXWB9,"Takodachi submission for the 2nd surprise, Takodachi submission for the Takogacha minigame",,,,,,
9/4/2025 15:47:23,volgodo,OutOfRice,Happy 5th Anniversary Ina! Hope you're having a WAHnderful day!,,RicelessTako,"Category: Tako Farmer
Attributes: Sleepy / Pixelated 
Description: Born pixelated, this takodachi spent years learning its place in the world. Along the way, it has become a farmer but could never seem to keep its grains of rice around for longer than a day. It prefers to sleep on its downtime.",https://drive.google.com/open?id=19-3mADjR-ZImsJ6Zh-WH4DaVwii3xq_g,"Artwork submission for the 1st surprise, Takodachi submission for the 2nd surprise, Takodachi submission for the Takogacha minigame, Stream messages submissions for the 3rd surprise",【#holoGTA】 We Are Helping!!!! 【#1】 --> 2024-09-17T16:13:55Z,"Watching the start of Ina's journey as a chill medic among a sea of chaos is a contrast that I couldn't get enough of! While everyone played up some level of drama, I knew I could always come back to Ina's stream as a source of calm away from all of it.","【Passpartout 2】 Am Lost? No, Am Ina! --> 2024-05-27T00:14:31Z","Another great stream that I greatly enjoyed! I remember having this in the background while I slogged through a queue of stuff at work. If it wasn't for this stream, I doubt I'd have gotten nearly as much work done without it. Bonus art stream with a limited tools for Ina to work with but she made good work with what she had!",『TEMARI』 - Ninomae Ina'nis --> 2025-03-13T23:00:07Z,"One of my favorite songs from Ina! While I do like all of them, I personally find more enjoyment from this one and usually have it on my playlist while I'm busy with something!"
9/4/2025 16:02:57,Alloy Automaton,Alloy Automaton,"WAH! Happy Anniversary Ina! Your debut was the first ever vtuber stream I watched live, and I've been a takodachi ever since, thank you for all the emotions and journey through the past years! 
-Alloy Automaton 2025",,Alloy Automaton,"Category: Inorganic
Attributes: Quiet / Durable

""An ancient magical automaton with the form of a Tako, it moves like a tako, feels like a tako, WAHs like a tako, it is a tako. Right?""",,"Website Only Submission, Artwork submission for the 1st surprise, Takodachi submission for the 2nd surprise, Takodachi submission for the Takogacha minigame, Stream messages submissions for the 3rd surprise",,,,,,
